key;value
4138643903903432912;Spear of the Fleeting (+3)
4139115783370309840;Black Lion Earring (+7)
4139370182873186560;Defeat enemies around the camp
4139536496891789520;Zesty Fine Meal
4140563406392394896;Candle
4140563406392394897;A source of light that illuminates the dark with its gentle flickering flame. It provides tranquility of the mind, and the modest yet steady light lingers long in one's mind, making small moments memorable.
4140563406392394911;A source of light that illuminates the dark with its gentle flickering flame. It provides tranquility of the mind, and the modest yet steady light lingers long in one's mind, making small moments memorable.
4140905814332277264;Recapture Stronghold
4144436655144567041;Find the Abyss Nexus
4144611456018546945;Abyss Nexus
4144970064312926465;Alec's Request
4144970064312926466;Alec, the blacksmith, wanting to apologize for recently refusing Ronnie the cook's request, has asked for a fresh fish so he could grill it himself.
4144970064312926469;Fresh fish was delivered to Alec. He intends to grill it for Ronnie as an apology and vowed to be more flexible in the future.
4145564367527608528;Saltroad Mace (+7)
4146454731427938480;Capture the wolf.
4147190691253977296;Olvald's Logging Axe (+7)
4147734434113650945;Hexe Region Crow Trigger
4147767784534705296;Edmar
4147767784534705297;A dyer of the Sunset Dye Workshop. With a poor memory, he relies on instinct when mixing ingredients, but the results are so good that no one complains. He started visiting the circus just for fun, and those visits eventually grew into a long-term business partnership.
4147767784534705311;A dyer of the Sunset Dye Workshop. With a poor memory, he relies on instinct when mixing ingredients, but the results are so good that no one complains. He started visiting the circus just for fun, and those visits eventually grew into a long-term business partnership.
4148645959579992592;Recapture Stronghold
4148695617729724592;Contribution
4148903958003319952;Winch
4148903958003319953;Hold and release {Key:Key_Skill_11} to pull an enemy in and slam them to the ground with the power of the {Staticinfo:Knowledge:Knowledge_BlackWolf}.
4148903958003319967;Hold and release {Key:Key_Skill_11} to pull an enemy in and slam them to the ground with the power of the {Staticinfo:Knowledge:Knowledge_BlackWolf}.
4148904748277301616;No rewards.
4149183500244746497;Use the sealed Abyss artifact
4149810947722051792;Skyblazer Cloth Armor (+2)
4150053609079308545;Wyvern of the Wyvernflames Fort 3
4150359677300900368;Recapture Stronghold
4152080524405376144;Spire of Ringing Truth
4152080524405376145;A tower standing in Skoghorn. From its peak, one can see Skoghorn, the Argent Peaks, Calphade, and Five-Finger Mountain. Built atop snowy peaks and battered by icy winds, the spire still stands proud and unbroken.
4152080524405376159;A tower standing in Skoghorn. From its peak, one can see Skoghorn, the Argent Peaks, Calphade, and Five-Finger Mountain. Built atop snowy peaks and battered by icy winds, the spire still stands proud and unbroken.
4153827420748644560;Elite Vanguard (+6)
4154117412645503184;Kylus Bow (+10)
4154982573677740289;Skull Knight Liberation Loading
4155169447704789200;Tournament Spear (+2)
4155424594794119696;Recapture Stronghold
4155430263888806096;Hungering Fang Leather Cloak (+5)
4155883181075071152;Cannot select more than you have.
4157128867619799297;Sanctum of Penitence Antumbra Reinforcements
4157390053171003649;Abyss Nexus
4157409273149653249;Check the details of the situation at the Halssius Apothecary
4157451149080789200;Radein Cloth Cap (+8)
4159079396952506625;Palmar Leaf Research Halted
4159079396952506626;The research has been halted. Assistance may be needed.
4159079396952506629;The research on Palmar leaves was resumed.
4160391986202804400;Sort: Name {emoji:icon_common_align_arrow_down}
4160552433296082064;Abyss Nexus
4160552433296082065;Abyss Nexus
4160552433296082079;Abyss Nexus
4161450498072772816;Gilliam Axe (+8)
4162297560112824528;Hound (+10)
4162507914726080720;Iris Greataxe (+6)
4162869142950510800;Canta Plate Helm (+7)
4163458343744045232;August
4165231662726119681;Hernand's Karin Quarry Close Filter
4165609005667844353;Talk to the person
4166615127526737040;Barrick's Hideout
4166615127526737041;A fragment containing the memory of Barik, an outlaw.
4166615127526737055;A fragment containing the memory of Barik, an outlaw.
4168605299407585537;Desert Marauder's Helm Ambush
4169198331311947984;Pailunese Attire (+5)
4169666349603225857;Khalid's Request
4169666349603225858;Khalid of Varnia asked to deliver fruits to the trading post as a token of gratitude for the basket.
4169666349603225861;The soldier happily received the fruits, pondering what gift he should prepare for next time.
4170676418537063568;Flower Basket
4170676418537063569;A natural work of art that refreshes the soul just by looking at it. It may not hold the immense value of other artworks, but the beauty of these carefully selected flowers warms the heart of any observer.
4170676418537063583;A natural work of art that refreshes the soul just by looking at it. It may not hold the immense value of other artworks, but the beauty of these carefully selected flowers warms the heart of any observer.
4171361315496919297;Frightened Freesword
4171361315496919298;A freesword is held captive by the Mistcloaked Owls on the roadside.
4171361315496919301;The Mistcloaked Owls have been running rampant lately around the area.
4172275280242540801;Elemore, East Demeniss
4172617271308452097;Black Bear Mobile Battle Loop Schedule
4172827527137460481;Delesyian Guard Level 1
4172878233521357057;Salt Mine Monster Schedule
4172966688372818096;Piece the kiln back together to activate it.
4173321083304280321;Find the Abyss Nexus
4173756275160514768;Grace Plate Helm (+8)
4174207508719599873;
4174464047116189904;Pernicia Plate Gloves (+10)
4174545900602918032;Grilled Meat Patties
4174545900602918033;[Recipe]<br/>Required Tool: Special Cooking Tool<br/>Ingredients: {StaticInfo:MultiChange:Tteokgalbi}<br/>※ Fine meat: tender meat, marbled meat, etc.<br/>※ Vegetables: onion, garlic, carrots, etc.<br/>※ Fruit: raspberry, blackberry, pomegranate, etc. <br/><br/>Grill bite-sized vegetable cuts with meats over an open flame. Its delightful flavor fills warmth and joy to a weary traveler.
4174545900602918047;[Recipe]<br/>Required Tool: Special Cooking Tool<br/>Ingredients: {StaticInfo:MultiChange:Tteokgalbi}<br/>※ Fine meat: tender meat, marbled meat, etc.<br/>※ Vegetables: onion, garlic, carrots, etc.<br/><br/>※ Fruit: raspberry, blackberry, pomegranate, etc. <br/><br/>Grill bite-sized vegetable cuts with meats over an open flame. Its delightful flavor fills warmth and joy to a weary traveler.
4176060413445669072;Lauques Plate Helm (+5)
4176578390796533968;Grasping Moon (+9)
4177497062826311937;Schedule around noble
4178469400472454288;Pororin
4178469400472454289;A village of shais and Fadus, secluded from the outside world. In this village, where flowers are always blooming, the residents live in deep connection with nature, finding immense joy in even the smallest of things.
4178469400472454303;A village of shais and Fadus, secluded from the outside world. In this village, where flowers are always blooming, the residents live in deep connection with nature, finding immense joy in even the smallest of things.
4178469400472455312;Pororin
4178469400472455313;A village of shais and Fadus, secluded from the outside world. In this village, where flowers are always blooming, the residents live in deep connection with nature, finding immense joy in even the smallest of things.
4178700315094155440;Open the door and search inside.
4179630875593408769;Look into the rumor
4180012135545307393;Hadiza's Request
4180012135545307394;Hadiza, the insect collector has asked to catch an insect found on the village tree.
4180012135545307397;Hadiza was delighted to see the spider. He could not take his eyes off its body, wondering where the web comes out of.
4180273587384484016;Costs %2# %0#%1# per second
4181535981614137872;Recapture Stronghold
4181535981614400016;Thoron Bridge Construction
4181707977612330128;Hexe Earthen Soldier
4181707977612330129;An unholy being that patrols the Hexe Wasteland.<br/>Forged from a chaotic mass of rough stone and metal fragments, this soldier bears an eerie resemblance to a human. Its long, slender limbs are more flexible than they appear, enabling it to intercept intruders and defend its assigned territory with precision.
4181707977612330143;An unholy being that patrols the Hexe Wasteland.<br/>Forged from a chaotic mass of rough stone and metal fragments, this soldier bears an eerie resemblance to a human. Its long, slender limbs are more flexible than they appear, enabling it to intercept intruders and defend its assigned territory with precision.
4181920733112303873;Hexe Region Animal Carcass
4182052227831038209;Caliburn Soldier Placed in Valepeak Fortress
4182136276046054544;Bradenfern Farm
4182136276046054545;A farm situated in the wetlands. Frequent rain helps mushrooms thrive, and the farm produces mushrooms highly valued for culinary and medicinal use.
4182136276046054559;A farm situated in the wetlands. Frequent rain helps mushrooms thrive, and the farm produces mushrooms highly valued for culinary and medicinal use.
4182136276046055568;Bradenfern Farm
4182136276046055569;A farm situated in the wetlands. Frequent rain helps mushrooms thrive, and the farm produces mushrooms highly valued for culinary and medicinal use.
4182945327625535744;Veiled Witch
4183499971112206544;Worn Earring (+5)
4184535500612174081;Cannot Enter Longleaf. Exiting.
4184889212643836309;Oongka
4184889212643836310;Oongka wields massive axes with ease, utilizing a destructive combat style that overwhelms his foes. His heavy strikes shatter enemy defenses, capable of shaking the entire battlefield in an instant.<br/><br/>       Press {Key:HudHorseQuickSlotPress} to open the Character menu and select Oongka to switch your character.
4185014754537898241;Thornbriar Attack 2
4185476828594438352;Belkandor Plate Gloves (+9)
4185752561199874305;Abyss Nexus
4185903877192679681;Bleed Bandits' Fortress Gate III Close Filter
4186160252380513424;Striped Marlin
4186160252380513425;A fish beloved by fishing enthusiasts. It has a sharp, protruding snout and bluish scales on its back. Although known for its great taste, it is also famous for its immense strength and speed, sparking a desire for a challenge among fishermen.
4186160252380513439;A fish beloved by fishing enthusiasts. It has a sharp, protruding snout and bluish scales on its back. Although known for its great taste, it is also famous for its immense strength and speed, sparking a desire for a challenge among fishermen.
4187646783511331552;Two-Handed Cannon
4188963710678597808;Board the ship and travel together.
4189042763846648016;Helm of Loyal Friendship (+8)
4190444529502912720;Crimson Warden's Necklace (+7)
4191588983668474032;Plant
